ID,reportId,workspaceId,reportComment,workspaceComment,servicePrincipal_ID
e0f52c3d-79a1-46a3-ac4c-19552da7430e,aebdced7-1dd4-47ff-9570-9609c4496442,89adc794-7815-4ea6-b374-88608f797444,Customer Sales Quality Check Report,ENTITEC DEV,e18ed821-9c0e-4bcf-886a-e91f85f46869
