ID,portalType,securityUniqueId,description,schema,operator,requireSingleSelection,table,column,valueSource,customValues,displaySetting_isLockedInViewMode,displaySetting_isHiddenInViewMode,displaySetting_displayName,createdAt,createdBy,modifiedAt,modifiedBy
04484faa-640e-4f38-a39c-cd4e84d08e4a,standalone,Company,Company filter,http://powerbi.com/product/schema#basic,In,FALSE,Company,Company - code,,,TRUE,TRUE,None,,,,
